role,role_label,player,nation,original_price,refined_price,change
C,Centrocampista,T. Fletcher,Scozia,1,1,0
C,Centrocampista,T. Jamshid,Qatar,1,1,0
C,Centrocampista,T. Mbatha,Sudafrica,1,1,0
C,Centrocampista,T. Moremi,Sudafrica,1,1,0
C,Centrocampista,T. Noslin,Curaçao,1,1,0
C,Centrocampista,Telmo Arcanjo,Capo Verde,1,1,0
C,Centrocampista,Yassine Titraoui,Algeria,1,1,0
C,Centrocampista,Zaid Ismail,Iraq,1,1,0
C,Centrocampista,Álex Zendejas,Stati Uniti,1,1,0
A,Attaccante,Erling Haaland,Norvegia,20,44,24
A,Attaccante,Harry Kane,Inghilterra,20,44,24
A,Attaccante,Kylian Mbappé,Francia,20,44,24
A,Attaccante,Lamine Yamal,Spagna,20,44,24
A,Attaccante,O. Dembélé,Francia,20,44,24
A,Attaccante,Cristiano Ronaldo,Portogallo,19,40,21
A,Attaccante,Lionel Messi,Argentina,19,40,21
A,Attaccante,K. Havertz,Germania,18,37,19
A,Attaccante,M. Olise,Francia,18,37,19
A,Attaccante,Vinicius Junior,Brasile,18,37,19
A,Attaccante,Julián Alvarez,Argentina,17,34,17
A,Attaccante,Luis Díaz,Colombia,17,34,17
A,Attaccante,B. Saka,Inghilterra,16,31,15
A,Attaccante,Cody Gakpo,Paesi Bassi,16,31,15
A,Attaccante,Raphinha,Brasile,16,31,15
A,Attaccante,Jérémy Doku,Belgio,15,28,13
A,Attaccante,L. Sané,Germania,15,28,13
A,Attaccante,V. Gyökeres,Svezia,15,28,13
A,Attaccante,Lautaro Martinez,Argentina,14,24,10
A,Attaccante,Memphis Depay,Paesi Bassi,14,24,10
A,Attaccante,Nico Williams,Spagna,14,24,10
A,Attaccante,D. Malen,Paesi Bassi,13,21,8
A,Attaccante,Désiré Doué,Francia,13,21,8
A,Attaccante,M. Rashford,Inghilterra,13,21,8
A,Attaccante,Mikel Oyarzabal,Spagna,13,21,8
A,Attaccante,Mohamed Salah,Egitto,13,21,8
A,Attaccante,S. Mané,Senegal,13,21,8
A,Attaccante,A. Isak,Svezia,12,18,6
A,Attaccante,A. Semenyo,Ghana,12,18,6
A,Attaccante,A. Sørloth,Norvegia,12,18,6
A,Attaccante,Andrej Kramaric,Croazia,12,18,6
A,Attaccante,Brahim Díaz,Marocco,12,18,6
A,Attaccante,C. Pulisic,Stati Uniti,12,18,6
A,Attaccante,Darwin Núñez,Uruguay,12,18,6
A,Attaccante,P. Schick,Repubblica Ceca,12,18,6
A,Attaccante,R. Mahrez,Algeria,12,18,6
A,Attaccante,Endrick,Brasile,11,15,4
A,Attaccante,Ferran Torres,Spagna,11,15,4
A,Attaccante,J. David,Canada,11,15,4
A,Attaccante,Kerem Aktürkoğlu,Turchia,11,15,4
A,Attaccante,L. Trossard,Belgio,11,15,4
A,Attaccante,Leao,Portogallo,11,15,4
A,Attaccante,N. Jackson,Senegal,11,15,4
A,Attaccante,A. El Kaabi,Marocco,10,12,2
A,Attaccante,A. Elanga,Svezia,10,12,2
A,Attaccante,Heung-min Son,Corea del Sud,10,12,2
A,Attaccante,Joao Felix,Portogallo,10,12,2
A,Attaccante,Kenan Yıldız,Turchia,10,12,2
A,Attaccante,Luis Suárez,Colombia,10,12,2
A,Attaccante,O. Marmoush,Egitto,10,12,2
A,Attaccante,A. Bonny,Costa d'Avorio,9,10,1
A,Attaccante,Adam Hlozek,Repubblica Ceca,9,10,1
A,Attaccante,B. Yılmaz,Turchia,9,10,1
A,Attaccante,C. Summerville,Paesi Bassi,9,10,1
A,Attaccante,Ché Adams,Scozia,9,10,1
A,Attaccante,F. Balogun,Stati Uniti,9,10,1
A,Attaccante,Iñaki Williams,Ghana,9,10,1
A,Attaccante,M. Taremi,Iran,9,10,1
A,Attaccante,Marko Arnautovic,Austria,9,10,1
A,Attaccante,N. Woltemade,Germania,9,10,1
A,Attaccante,Romelu Lukaku,Belgio,9,10,1
A,Attaccante,A. Gordon,Inghilterra,8,9,1
A,Attaccante,A. Gouiri,Algeria,8,9,1
A,Attaccante,Abde Ezzalzouli,Marocco,8,9,1
A,Attaccante,Breel Embolo,Svizzera,8,9,1
A,Attaccante,C. Larin,Canada,8,9,1
A,Attaccante,E. Džeko,Bosnia ed Erzegovina,8,9,1
A,Attaccante,Enner Valencia,Ecuador,8,9,1
A,Attaccante,Gabriel Martinelli,Brasile,8,9,1
A,Attaccante,Gonçalo Ramos,Portogallo,8,9,1
A,Attaccante,I. Sarr,Senegal,8,9,1
A,Attaccante,M. Thuram,Francia,8,9,1
A,Attaccante,Miguel Almirón,Paraguay,8,9,1
A,Attaccante,Santiago Gimenez,Messico,8,9,1
A,Attaccante,İ. Kahveci,Turchia,8,9,1
A,Attaccante,A. Ueda,Giappone,7,7,0
A,Attaccante,Dodi Lukébakio,Belgio,7,7,0
A,Attaccante,Gonçalo Guedes,Portogallo,7,7,0
A,Attaccante,M. Gregoritsch,Austria,7,7,0
A,Attaccante,N. Lang,Paesi Bassi,7,7,0
A,Attaccante,Antonio Sanabria,Paraguay,6,6,0
A,Attaccante,D. Undav,Germania,6,6,0
A,Attaccante,Igor Thiago,Brasile,6,6,0
A,Attaccante,John Yeboah,Ecuador,6,6,0
A,Attaccante,Mohamed Amoura,Algeria,6,6,0
A,Attaccante,N. Okafor,Svizzera,6,6,0
A,Attaccante,Promise David,Canada,6,6,0
A,Attaccante,Raúl Jiménez,Messico,6,6,0
A,Attaccante,Y. Wissa,Repubblica Democratica del Congo,6,6,0
A,Attaccante,A. Budimir,Croazia,5,5,0
A,Attaccante,A. Hussein,Iraq,5,5,0
A,Attaccante,Anthony Valencia,Ecuador,5,5,0
A,Attaccante,Assane Diao,Senegal,5,5,0
A,Attaccante,Chris Wood,Nuova Zelanda,5,5,0
A,Attaccante,D. Maeda,Giappone,5,5,0
A,Attaccante,E. Shomurodov,Uzbekistan,5,5,0
A,Attaccante,Elias Achouri,Tunisia,5,5,0
A,Attaccante,Ermedin Demirovic,Bosnia ed Erzegovina,5,5,0
A,Attaccante,Firas Al-Buraikan,Arabia Saudita,5,5,0
A,Attaccante,Hyeon-gyu Oh,Corea del Sud,5,5,0
A,Attaccante,Ibrahim Sabra,Giordania,5,5,0
A,Attaccante,J. Ayew,Ghana,5,5,0
A,Attaccante,J. Mateta,Francia,5,5,0
A,Attaccante,L. Foster,Sudafrica,5,5,0
A,Attaccante,N. Irankunda,Australia,5,5,0
A,Attaccante,Nico González,Argentina,5,5,0
A,Attaccante,Noni Madueke,Inghilterra,5,5,0
A,Attaccante,Ramón Sosa,Paraguay,5,5,0
A,Attaccante,Ricardo Pepi,Stati Uniti,5,5,0
A,Attaccante,W. Isidor,Haiti,5,5,0
A,Attaccante,Ahmed Alaaeldin,Qatar,4,4,0
A,Attaccante,B. Barcola,Francia,4,4,0
A,Attaccante,B. Brobbey,Paesi Bassi,4,4,0
A,Attaccante,Borja Iglesias,Spagna,4,4,0
A,Attaccante,Cucho Hernández,Colombia,4,4,0
A,Attaccante,Elye Wahi,Costa d'Avorio,4,4,0
A,Attaccante,Ernest Nuamah,Ghana,4,4,0
A,Attaccante,Facundo Pellistri,Uruguay,4,4,0
A,Attaccante,Garry Rodrigues,Capo Verde,4,4,0
A,Attaccante,J. Locadia,Curaçao,4,4,0
A,Attaccante,J. Strand Larsen,Norvegia,4,4,0
A,Attaccante,José Fajardo,Panama,4,4,0
A,Attaccante,L. Dykes,Scozia,4,4,0
A,Attaccante,Luiz Henrique,Brasile,4,4,0
A,Attaccante,M. Mohebi,Iran,4,4,0
A,Attaccante,Mousa Tamari,Giordania,4,4,0
A,Attaccante,Nuno Da Costa,Capo Verde,4,4,0
A,Attaccante,O. Watkins,Inghilterra,4,4,0
A,Attaccante,Thiago Almada,Argentina,4,4,0
A,Attaccante,Tomas Chory,Repubblica Ceca,4,4,0
A,Attaccante,A. Mabil,Australia,3,3,0
A,Attaccante,Benchimol,Capo Verde,3,3,0
A,Attaccante,C. Bakambu,Repubblica Democratica del Congo,3,3,0
A,Attaccante,F. Pierrot,Haiti,3,3,0
A,Attaccante,Federico Viñas,Uruguay,3,3,0
A,Attaccante,Gonzalo Plata,Ecuador,3,3,0
A,Attaccante,H. Tabakovic,Bosnia ed Erzegovina,3,3,0
A,Attaccante,Hee-chan Hwang,Corea del Sud,3,3,0
A,Attaccante,Ismael Díaz,Panama,3,3,0
A,Attaccante,J. Randall,Nuova Zelanda,3,3,0
A,Attaccante,M. Beier,Germania,3,3,0
A,Attaccante,M. Muntari,Qatar,3,3,0
A,Attaccante,Mahmoud Al-Mardi,Giordania,3,3,0
A,Attaccante,Marko Farji,Iraq,3,3,0
A,Attaccante,Matías Fernández-Pardo,Belgio,3,3,0
A,Attaccante,Prince Adu,Ghana,3,3,0
A,Attaccante,R. Mofokeng,Sudafrica,3,3,0
A,Attaccante,Roberto Alvarado,Messico,3,3,0
A,Attaccante,S. Hansen,Curaçao,3,3,0
A,Attaccante,S. Kalajdzic,Austria,3,3,0
A,Attaccante,Salem Al-Dawsari,Arabia Saudita,3,3,0
A,Attaccante,Simon Banza,Repubblica Democratica del Congo,3,3,0
A,Attaccante,Y. Akgün,Turchia,3,3,0
A,Attaccante,Zeki Amdouni,Svizzera,3,3,0
A,Attaccante,A. Qasem,Iraq,2,2,0
A,Attaccante,A. Schjelderup,Norvegia,2,2,0
A,Attaccante,B. Thomas-Asante,Ghana,2,2,0
A,Attaccante,B. Waine,Nuova Zelanda,2,2,0
A,Attaccante,Bamba Dieng,Senegal,2,2,0
A,Attaccante,Cecilio Waterman,Panama,2,2,0
A,Attaccante,Cedric Itten,Svizzera,2,2,0
A,Attaccante,D. Gül,Turchia,2,2,0
A,Attaccante,Dailon Livramento,Capo Verde,2,2,0
A,Attaccante,Dennis Eckert Ayensa,Iran,2,2,0
A,Attaccante,E. Guessand,Costa d'Avorio,2,2,0
A,Attaccante,F. Ghedjemis,Algeria,2,2,0
A,Attaccante,Fiston Mayele,Repubblica Democratica del Congo,2,2,0
A,Attaccante,G. Caballero,Paraguay,2,2,0
A,Attaccante,G. Hirst,Scozia,2,2,0
A,Attaccante,H. Wright,Stati Uniti,2,2,0
A,Attaccante,Hamza Abdelkarim,Egitto,2,2,0
A,Attaccante,I. Matanovic,Croazia,2,2,0
A,Attaccante,I. Toney,Inghilterra,2,2,0
A,Attaccante,Jhon Córdoba,Colombia,2,2,0
A,Attaccante,Josué Casimir,Haiti,2,2,0
A,Attaccante,Jovane Cabral,Capo Verde,2,2,0
A,Attaccante,Julián Quiñones,Messico,2,2,0
A,Attaccante,K. Goto,Giappone,2,2,0
A,Attaccante,Khalid Al-Ghannam,Arabia Saudita,2,2,0
A,Attaccante,L. Shankland,Scozia,2,2,0
A,Attaccante,M. Toure,Australia,2,2,0
A,Attaccante,N. Pépé,Costa d'Avorio,2,2,0
A,Attaccante,N. Velupillay,Australia,2,2,0
A,Attaccante,S. Tounekti,Tunisia,2,2,0
A,Attaccante,T. Oluwaseyi,Canada,2,2,0
A,Attaccante,Víctor Muñoz,Spagna,2,2,0
A,Attaccante,Willy Semedo,Capo Verde,2,2,0
A,Attaccante,Wout Weghorst,Paesi Bassi,2,2,0
A,Attaccante,A. Al-Hamadi,Iraq,1,1,0
A,Attaccante,A. Alipour,Iran,1,1,0
A,Attaccante,A. Amaimouni-Echghouyab,Marocco,1,1,0
A,Attaccante,A. Bernhardsson,Svezia,1,1,0
A,Attaccante,A. Hosseinzadeh,Iran,1,1,0
A,Attaccante,A. Londoño,Panama,1,1,0
A,Attaccante,Abdullah Al-Hamdan,Arabia Saudita,1,1,0
A,Attaccante,Adil Boulbina,Algeria,1,1,0
A,Attaccante,Ahmed Al Ganehi,Qatar,1,1,0
A,Attaccante,Alan Minda,Ecuador,1,1,0
A,Attaccante,Alexis Vega,Messico,1,1,0
A,Attaccante,Ali Azaizeh,Giordania,1,1,0
A,Attaccante,Ali Olwan,Giordania,1,1,0
A,Attaccante,Ali Yousif,Iraq,1,1,0
A,Attaccante,Almoez Ali,Qatar,1,1,0
A,Attaccante,Andrés Gómez,Colombia,1,1,0
A,Attaccante,Armando González,Messico,1,1,0
A,Attaccante,Azizbek Amanov,Uzbekistan,1,1,0
A,Attaccante,Brian Rodríguez,Uruguay,1,1,0
A,Attaccante,Cherif Ndiaye,Senegal,1,1,0
A,Attaccante,César Huerta,Messico,1,1,0
A,Attaccante,D. Khamdamov,Uzbekistan,1,1,0
A,Attaccante,D. Nazon,Haiti,1,1,0
A,Attaccante,E. Makgopa,Sudafrica,1,1,0
A,Attaccante,G. Martínez Ayala,Messico,1,1,0
A,Attaccante,G. Nilsson,Svezia,1,1,0
A,Attaccante,Gabriel Ávalos,Paraguay,1,1,0
A,Attaccante,Gervane Kastaneer,Curaçao,1,1,0
A,Attaccante,Gue-sung Cho,Corea del Sud,1,1,0
A,Attaccante,H. Mastouri,Tunisia,1,1,0
A,Attaccante,I. Adel,Egitto,1,1,0
A,Attaccante,I. Rayners,Sudafrica,1,1,0
A,Attaccante,I. Sergeev,Uzbekistan,1,1,0
A,Attaccante,Isidro Pitta,Paraguay,1,1,0
A,Attaccante,J. Kuchta,Repubblica Ceca,1,1,0
A,Attaccante,J. Leweling,Germania,1,1,0
A,Attaccante,J. Masharipov,Uzbekistan,1,1,0
A,Attaccante,Jacob Shaffelburg,Canada,1,1,0
A,Attaccante,Jeremy Arévalo,Ecuador,1,1,0
A,Attaccante,Ji-sung Eom,Corea del Sud,1,1,0
A,Attaccante,Jordy Caicedo,Ecuador,1,1,0
A,Attaccante,José Manuel López,Argentina,1,1,0
A,Attaccante,Jovo Lukic,Bosnia ed Erzegovina,1,1,0
A,Attaccante,K. Barbarouses,Nuova Zelanda,1,1,0
A,Attaccante,K. Ogawa,Giappone,1,1,0
A,Attaccante,K. Shiogai,Giappone,1,1,0
A,Attaccante,Kevin Rodríguez,Ecuador,1,1,0
A,Attaccante,L. Millar,Canada,1,1,0
A,Attaccante,M. Chytil,Repubblica Ceca,1,1,0
A,Attaccante,M. Flores,Canada,1,1,0
A,Attaccante,Mohanad Ali,Iraq,1,1,0
A,Attaccante,Nadhir Benbouali,Algeria,1,1,0
A,Attaccante,O. Aydın,Turchia,1,1,0
A,Attaccante,O. Diakité,Costa d'Avorio,1,1,0
A,Attaccante,O. Urunov,Uzbekistan,1,1,0
A,Attaccante,Odeh Fakhouri,Giordania,1,1,0
A,Attaccante,P. Musa,Croazia,1,1,0
A,Attaccante,P. Wimmer,Austria,1,1,0
A,Attaccante,R. Elloumi,Tunisia,1,1,0
A,Attaccante,R. Stewart,Scozia,1,1,0
A,Attaccante,Rayan,Brasile,1,1,0
A,Attaccante,Rodrigo Aguirre,Uruguay,1,1,0
A,Attaccante,Ryan Mendes,Capo Verde,1,1,0
A,Attaccante,S. Moghanlou,Iran,1,1,0
A,Attaccante,S. Rahimi,Marocco,1,1,0
A,Attaccante,Saleh Al-Shehri,Arabia Saudita,1,1,0
A,Attaccante,Samed Bazdar,Bosnia ed Erzegovina,1,1,0
A,Attaccante,Shararh,Giordania,1,1,0
A,Attaccante,Sultan Mandash,Arabia Saudita,1,1,0
A,Attaccante,T. Maseko,Sudafrica,1,1,0
A,Attaccante,T. Yengi,Australia,1,1,0
A,Attaccante,Taha Ali,Svezia,1,1,0
A,Attaccante,Tomás Rodríguez,Panama,1,1,0
A,Attaccante,Y. Suzuki,Giappone,1,1,0
A,Attaccante,Yassin Fortuné,Haiti,1,1,0
A,Attaccante,Yusuf Abdurisag,Qatar,1,1,0
A,Attaccante,Álex Arce,Paraguay,1,1,0
